Incident Number,incident Title,Incident Classificatioin,Date of Incident,Time of Incident,Date of Report,Site,Area,Unit,Detail,Work Group,Description,Incident Type A,Incident Type B,Incident Type C,Incident Type D,Investigation leader - Name,Investigation leader - Position,Incident Classified by - Name,Incident Classified by - Position,Investigation Acceptor/Approver (Owner) - Name,Investigation Acceptor/Approver (Owner)- Position,Approval Date,Close out Approval - Name,Close out Approval - Position,Close out Date,What happened?  ,What was the outcome?,Incident Classification,What was the worst outcome that could reasonably be expected to have happened?,Health & Safety Incident - Classification,Health & Safety - Risk Score,Health & Safety  - Consequence,Health & Safety - Likelihood,Environment & Reputation - Incident Classification,Environment & Reputation - Risk Score,Environment & Reputation  - Consequence,Environment & Reputation - Likelihood,Financial Cost & Business - Incident Classification,Financial Cost & Business Interruption - Risk Score,Financial Cost & Business Interruption  - Consequence,Financial Cost & Business Interruption - Likelihood,How did the incident occur
MR-1431DEA19D,,Very Serious Incident,2024-10-08,10:00,2024-10-10,MC,21,­ B SIMBA,NABORS MODS 200,Maintenance,LIFTING DEVICE,Loss Event,Business Interruption & Cost,Equipment Damage,,SYN-3110bf,Production Foreman,SYN-707b13,Production Foreman,SYN-dff60e,Maintenance Supervisor,2024-11-01,SYN-58ba92,Production Foreman,2025-01-29,"­
On 05-OCT-2024 the crane began smoking during lifting operations (Crew A). It was
determined that the turbo charger was malfunctioning. At this time crane operations
were suspended. A Mechanic from Sparrows Crane Service was brought on board to begin
repairs. No additional crane operations (lifts) took place during Crew A's hitch.
On 07-OCT-2024 there was a crew change. Crew B's day Crane Operator arrived on
location and began assisting the Sparrows Crane Mechanic who was replacing the turbo
charger. After repairs were completed the crane was put back into service. At 1800
hours, Crew B's night Crane Operator came on tour and made three lifts during his
shift. He stated that the crane boom was not bent when he came on tour after
conducting a Daily/Pre-Use Crane Inspection.
On 08-OCT-2024 at 0600 hours, Crew B's day Crane Operator came back on tour. While
conducting his Daily/Pre-Use Crane Inspection he stated the Derrick Hand called and
needed another tote tank lifted to the chemical deck. After completing the lift, he
then completed his crane inspection. The Crane Operator then swung the crane boom
toward the rig floor to remove a bag of trash. When the Crane Operator began to boom
over the load, the boom pawl locked-in. (The boom pawl is a safety device on the
crane winch which will prevent the freefall of the crane boom if the winch brakes
fail). After the boom pawl locked-in, the Crane Operator stated that he looked toward
the crane winches. It was at that point he noticed the bent boom heel. (The boom heel
is the closest section of the crane boom to the crane housing). After the crane was
inspected by the deck Foreman and the Rig Manager, all crane operations were shut
down. Upon completing a full crane inspection, it was concluded that the crane boom
came into contact with the boom stops at a time that is unknown.
After further inspection, the high angle kick-out or boom hoist high limiter on the
crane body was found to be adjusted all the way in, rendering this safety device non-
operational. With the high angle kick-out adjusted in all the way, there were no
other safety measures in place to stop the crane boom from striking the boom pad and
damaging the boom heel. Both Crane Operators initialed the Daily/Pre-Use Crane
Inspection form verifiying the the high angle boom kick-out was checked for proper
operation from 7-JAN-15 thru 13-JAN-15.","Reported as damage over $25,000 and a crane incident. Estimated property damage $44,934.",Very Serious Incident,,Very Serious Incident,25,E,5,,,,,,,B,,
MR-DF92CC9ABE,,,2024-10-21,22:45,2024-11-07,EI,56,G,,Production Operations,LIFTING DEVICE,Loss Event,Health & Safety,Injury TLI,,SYN-3646a7,HSE Advisor,SYN-673868,Maintenance Supervisor,SYN-7a924d,Marine Coordinator,2024-12-11,SYN-ef4a4e,Operations Superintendent,2026-07-24,"On June 10,2008,at approximately 2245 hrs,a rigger employed by International
Offshore Services (IOS), on contract to Helis Oil and Gas Company, LLC, was injured
while preparing the Eugene Island 56-G platform for routine platform/structural
removal. Well No.3 is located adjacent to the ""G ""platform, and was connected by a
catwalk that was later removed as part of the platform removal operation.
Activities at the time of the incident involved the transfer of a three (3) man
rigger crew between the ""G"" platform and well jacket No.3. The personnel basket used
to transfer the men was lifted from the jacket No.3 and placed on the top deck of the
""G"" platform using the ""G"" platform crane. After setting the personnel basket on the
deck of the ""G"" platform, the IOS contractors exited the personnel basket toward the
north side of the platform to a stairway leading down to a lower level of the
platform. One of the IOS contractors was walking across the top deck of the platform
when his left leg stepped into an open hatch way. The contractor's leg penetrated the
hatch way to his shin just below the knee, receiving injuries to his left shin and
the palm of his right hand. The injured contractor was treated by a medic onboard the
barge that night,but the next day was sent in for further medical attention. The cut
to his shin required two (2) stitches to close the wound. The contractor chose to go
home instead of returning to work since he had only two (2) days remaining on his
hitch before his regular scheduled time off.
At the time of the incident,the cover for the open hatch way was removed and being
used to access the platform's main lifting pad eyes. The pad eyes had large slings
attached in preparation for the platform facility to be lifted for removal,which was
to occur at 0400 hours on June 11,2008. Due to delays the actual lifting and removal
of the platform did not commence until 2330 hours on June 11th. The hatch way
opening was not barricaded to protect personnel during that time frame. The only
y
personnel access to the platform was by way of personnel basket. A job safet y
,
analysis (JSA) was performed prior to the operation but did not
include personnel transfer.",The incident resulted in a lost-time accident with 1-3 days lost. The facility was evacuated.,,,,,,,,,,,,,,,
MR-D4F1F004BD,,,2024-10-31,20:30,2024-11-16,EW,1003,A-Prince TLP,NABORS S.D. XIV,Drilling,LIFTING DEVICE,Loss Event,Health & Safety,Injury TLI,,SYN-853619,Operations Superintendent,SYN-4982fb,Operations Superintendent,SYN-81d763,Marine Coordinator,2024-12-22,SYN-e56602,Facility Engineer,2025-01-20,"-
On October 31, 2024, two Roustabouts on the Nabors Sundowner XIV were injured while the
rig pumped barite from a supply boat to the rig's storage tanks. There were multiple
storage tanks on the rig, and their job was to move the four inch rubber transfer
hose from tank to tank after the pressure on the fill hose had been bled to zero
pressure. After filling the first tank the Crane Operator instructed the work boat
to blow down the fill hose to remove excess barite from the line. While doing so,
one of the Roustabouts thought he heard someone say ""they were shutting it down,"" and
started to remove the hose, though no one told them to remove the hose at this point.
The hose was still under pressure and when the hose was disconnected, the hose blew
off of the connection at the tank and struck one of them in the back of the neck and
the other in the lower left leg. Both Roustabouts were medevac'd off the rig, and
after a full examination at the hospital, the Physician issued a full medical release
with return to work documents for both employees.
The two Roustabouts were supervised by the Crane Operator, who is in charge of all
the rigs deck activities. The Crane Operator failed to properly supervise the
roustabouts. The two Roustabouts lack of knowledge in the procedure of transferring
barite from a vessel to the rigs tanks allowed them to disconnect the fill hose
before it had been safely bled off. Communication was inadequate because the
Roustabouts disconnected the hose without knowing for certain it was safe to do so,
though they did have radios and were in contact with the boat. Also, a Job Safety
Analysis (JSA) was not conducted for this procedure since it was considered routine
work.
On November 1, 2024, BSEE Inspectors conducted an on-sight investigation of this
incident and a G-110 Incident of Non-Compliance (INC) was issued for the failure to
conduct operations in a safe and workmanlike manner.",The incident resulted in a lost-time accident with 1-3 days lost. The facility was evacuated.,,,,,,,,,,,,,,,
MR-F9AB7402B4,,,2024-11-14,18:45,2024-11-24,GC,680,A (Constitution,,Maintenance,LIFTING,Loss Event,Business Interruption & Cost,Equipment Damage,,,,SYN-01766a,Marine Coordinator,,,,,,,"On November 14, 2024, an incident occurred on the Green Canyon (GC) 680-A Constitution
Spar, Outer Continental Shelf (OCS) Lease Number G22987. The structure is situtated
134 miles from shore in approximately 4,970 feet of water. The Designated Operator of
Record is Anadarko Petroleum Corporation (APC).
APC reported two related incidents to the Houma District outside of office hours--one
on November 14, 2024, and the other on November 18, 2024. The After Hours Engineer
noted the following:
Event on December 27:
After the wireline operations crew finished setting a plug in the Well A-1 dry tree,
220 barrels of 10.4 pounds per gallon (ppg) fluid were pumped into the well annulus to
kill the well. Once the wireline and pumping operations ended, the crew stood down for
a 6:00 pm Simultaneous Operations (SIMOPS) meeting. At that time, a crew member on the
workover deck noticed the Well A-1 riser drop three to four feet, coming to a rest on
the grating and beams on the deck. All four of the dry tree wells and surface
controlled subsurface safety valves (SCSSVs) were shut in, and all affected areas were
barricaded. Personnel mustered.
Event on December 31:
While attempting air-up operations on Buoyancy Can Chamber #2, personnel heard what
was thought to be a leak below the spar deck. Operators shut down the operation and
notified engineers about the situation. The engineers instructed the operators to
begin air-up operations on Buoyancy Can Chamber #3. During air-up operations,
personnel noticed an air leak on the chamber piping below the casing deck. A platform
Emergency Shutdown (ESD) and general alarm were initated, and personnel mustered. At
approximately 3:30 pm, the Well A-1 dry tree descended 28 feet, coming to a stop on
the spar deck.
A damage assessment was performed. When Remotely Operated Vechicles (ROVs) were
dispatched, pictures were taken, and it became obvious that all of the fill-up lines
were extremely corroded.
The buoyancy can consists of seven chambers. The top chamber (#1) is sealed. Chambers
#2 through #7 are open ended at the bottom, and each chamber is equipped with a three-
inch galvanized air fill-up line. The purpose of the air fill lines are to inject
nitrogen into each chamber. The set pressures ranging from 41 pounds per square inch
(psi) in Chamber #2 to 84 psi in Chamber #7 are maintained by a U-tube effect, where
water is injected into the fill-up line at the U-tube to prevent nitrogen from
escaping. This process prevents water from entering the bottom of each chamber,
thereby maintaining proper buoyancy to maintain the dry well and riser assembly.
Due to extreme corrosion in the Air Fill lines for chambers #2 and #3, nitrogen was
allowed to escape causing the water level in both chambers to rise. Once both chambers
filled with water, the weight of the Well A-1 dry tree and riser overcame the buoyancy
of the remaining Chambers #4 through #7. The increased load caused the grating on the
workover deck to collapse, allowing the the Well
coming to a stop on the spar deck.","Reported as damage over $25,000. Personnel were mustered. Estimated property damage $4,700,000.",,,,,,,,,,,,,D,,
MR-5703306589,,,2024-12-04,09:00,2024-12-20,EB,643,A-Boomvang Spar,,Construction,LIFTING DEVICE,Loss Event,Health & Safety,Injury Minor,,SYN-9db9f8,Marine Coordinator,SYN-8562ce,Production Foreman,SYN-6c96c4,Marine Coordinator,2025-01-30,SYN-f5a780,Production Foreman,2025-03-14,"On 27 August 27 2009 at approximately 0900 hours, crane operations were being
performed on the west side of the facility. A cargo basket had been lowered to the
production deck to facilitate the transfer of equipment and materials to the top
deck. As the cargo basket was lifted from the production deck, it unexpectedly
shifted and momentarily pinned an employee against the emergency generator enclosure.
The Injured Person (IP) was evacuated and placed on",The incident resulted in restricted work or job transfer for more than 3 days. The facility was evacuated.,,,,,,,,,,,,,,,
MR-8369FC6B79,,,2024-12-17,07:15,2025-01-09,VK,956,A-Ram Powell,,Marine & Logistics,LIFTING,Loss Event,Health & Safety,,,SYN-6da136,Operations Superintendent,SYN-5af76a,Marine Coordinator,SYN-9ec728,HSE Advisor,2025-02-21,SYN-75fb8e,Operations Superintendent,2025-11-12,"On 17 December 2024, at 0715 hours, at Viosca Knoll (VK) 956 A (Ram Powell) platform
operated by Talos Petroleum, LLC, a construction supervisor used a portable bandsaw to
cut a section of one inch steel tubing. The bandsaw required two hands to operate.
However, the construction supervisor (IP) used one hand to hold the saw and used the
other hand to hold the tubing. Consequently, the tubing moved, and the bandsaw blade
slipped onto the IP’s left hand. Although the IP was wearing cut resistant gloves at
the time of the incident, the bandsaw blade made a deep laceration into the IP’s left
index finger just below the first knuckle. The IP was immediately provided first aid,
while being escorted to Ram Powell’s Onsite Clinic. Under the supervised MD assistance
the IP received 7 stitches. It was later determined by the MD that the IP had a full
range of motion and was released back to full duty. The IP later departed the facility
as a part of his regular crew change.",The incident resulted in an injury recorded as Other Injury.,,,,,,,,,,,,,,,"SEQUENCE OF EVENTS:
The IP personnel went through the morning Simultaneous Operations (SIMOPS) and Pre-job
Safety meetings with the Health Safety Environment (HSE) advisor, Production,
Construction and Well Work operations personnel between 0545 and 0645. The task at hand
was the completion of the tubing revisions on the Methanol Subsea Injection Skid #1.
The tubing cutting began at 0710. The incident occurred at 0715 hours. The IP was given
first aid while being escorted to the Onsite Clinic. Talos personnel secured the
incident area and gathered relevant information. At 0800 hours, Talos made verbal
communication with BSEE’s New Orleans District Supervisory Inspector. Stop Work
Authority was utilized, and all construction activities ceased on the facility. A
safety stand-down was held with all crew members. At the end of the stand-down, the
Ultimate Work Authority (UWA) authorized work activities to resume and completed a Job
Safety Environmental Analysis (JSEA) Report.
BSEE INVESTIGATION:
The BSEE Investigator arrived on location on 16 January 2025. Copies of all JSEAs,
Task Hazard Assessments, permits, and documents were requested and received. He
received statements and follow-up Talos investigation reports. The BSEE Investigator
performed a walk-through of the incident area located at the UB-900 Chemical Injection
Skid No. 1 and took photos. The BSEE Investigator met with the Offshore Installation
Manager (OIM) on duty as well as the on-site Medic. According to statements, the task
of completing the tubing installation for the skid was completed and personnel involved
in the project as well as the IP had departed during normal crew change on 15 January
2020.
The review of the documents received demonstrated several areas of concern. On the
JSEAs, there was no indication for the use of the portable bandsaw. On the Task Hazard
Assessment Form, under Equipment and Tools, the following was checked: Use the correct
tools for task. During the interviews with the 3rd Party, HSE Advisor, and the Talos
Supervisor, it was stated that prior to the incident, the tubing job was in its final
completion stage. The section of tubing that needed to be refitted/re-cut was due to
making a correction to its location. The tool normally used to cut steel tubing
(manual tubing cutters) had been stored away in a toolbox in preparation for crew
change. Even without the use of the tubing cutters, the use of a manual vise to secure
the tubing while the cut was made could have prevented the injury.
CONCLUSIONS:
The IP’s injury can be attributed to several factors. The IP did not use the safest
tool for the job. Also, the IP did not secure the tubing before cutting. The
contributing causes were that the safest tool was not listed in the JSEA and the IP
was in a hurry to complete the job."
MR-CA45A73E8A,,,2025-01-27,12:30,2025-02-11,LA,6660,HOGAN,[J,Production Operations,LIFTING DEVICE,,,,,SYN-37598a,Production Foreman,SYN-c9cd47,Marine Coordinator,SYN-95dddb,Maintenance Supervisor,2025-03-19,SYN-301d8f,Maintenance Supervisor,2025-03-08,"// While (crane operator) was offloading
the M/V Aces Wild using the north crane, the whip or
so•
bundles (est. 40 to joints) into the Ocean. Note:
bundles of 2 7/8• tubing from
fast line parted & dropped 2
No injuries. He had previously
lifted 2 bundles from the vessel (1 bundle at
be decided to lift 2 bundles at once. Onshore
weighed 5000 Lbs apiece.",Note: bundles of 2 7/8• tubing from fast line parted & dropped 2 No injuries.,,,,,,,,,,,,,,,
MR-187B12B4E9,,Serious Incident,2025-02-06,23:30,2025-02-28,MI,657,B,* LIFT BOAT (L.J.,Maintenance,LIFTING DEVICE,Loss Event,,,Combustion,SYN-6314b3,Maintenance Supervisor,SYN-fe417c,Production Foreman,SYN-865959,HSE Advisor,2025-03-18,SYN-aa8393,Marine Coordinator,2025-08-24,"On February 6, 2025 at 2400 hours, Exxon reported that a fire had occurred on a diesel
driven cement pump at MI 657B, Lease G10228 while conducting decommissioning
operations from the Lift Boat (L/B) Jamie G Eymard. There were no injuries or
pollution involved in the incident.
Investigation revealed that on February 6, 2025 at approximately 2330 hours while
utilizing the cement pump positioned on the deck of the L/B to pump a gel sweep on
well B02, the cement pump diesel engine Rotations Per Minute (RPM) suddenly
accelerated to an over-speed causing heavy smoke and flames to erupt from the exhaust
stacks. The Pump Operator immediately reduced the throttle speed and then disengaged
the transmission. The Pump Operator was not able to activate the Emergency Shutdown
Device (ESD) at the Operator’s station due to heavy smoke and flames; therefore, he
evacuated the Operator’s station. The Pump Operator attempted to activate the ESD
near the turbo charger of the engine; however, the fire was intense and the Operator
could not activate the ESD.
A total of four crew members began fighting the fire using hand portable
extinguishers and the L/B fire water system while remaining crew members mustered for
evacuation. The fire was reduced enough for crew member to activate the ESD at the
turbo charger; the over-speeding engine RPM reduced to a rough idle and then
accelerated to over-speed again. The crew continued to fight the fire and the
Supervisor was able to get the engine fuel valve closed, but the engine continued to
run for an additional 3-5 minutes while the crew continued to fight the fire. After
the fire was extinguished the crew continued to douse the engine for 30 minutes.
Further investigation found engine continued to run after the ESD activation due to
the flapper on the right bank intake closed hard enough to roll the O-ring seal out
of the seat thus allowing air to continue to feed the engine.",There were no injuries or pollution involved in the incident.,Serious Incident,,Serious Incident,15,E,3,,,,,,,C,,
MR-3F275BD902,,Serious Incident,2025-02-11,08:00,2025-02-16,WC,202,,HERCULES 253,Well Services,LIFTING DEVICE,Loss Event,,,Combustion,SYN-be75b2,Production Foreman,SYN-c4a00f,HSE Advisor,SYN-1981cc,Marine Coordinator,2025-03-13,SYN-189604,Operations Superintendent,2026-01-30,"According to Hercules personnel, an electrical arc occurred between the main busbars
(A, B and C) and ground. Each phase of the 600 VAC, 3 phase, main generator has a
separate busbar. Over time, a build up of soot occurred on the busbars and allowed a
conductive path to be set up, and the arcing or shorting to occur. This electrical
arcing caused severe damage and fire in the SCR bays and in the SCR room.","Reported as a fire. Estimated property damage $200,000.",Serious Incident,,Serious Incident,15,E,3,,,,,,,C,,
MR-D642572F0A,,,2025-02-14,17:45,2025-02-22,GB,426,A-Auger TLP,,Marine & Logistics,LIFTING,Loss Event,Health & Safety,Injury TLI,,SYN-2fd520,Production Foreman,SYN-5b51a6,HSE Advisor,SYN-b7c935,Operations Superintendent,2025-06-22,SYN-dedd69,Maintenance Supervisor,2027-02-28,"On February 14, 2025 at approximately 1745 hours, an employee was injured while
attempting to step down from a firewater pump skid.
The injured employee (IP) entered the firewater pump skid to address a coolant
release. The IP climbed down a fixed ladder and thought he had placed his feet on the
grating but was standing on the skid which is 17 inches high. The IP stepped and fell
forward coming in contact with the grating. The IP injured his left wrist during the
fall and reported the injury to the facility medic. The lessee transported the IP to
Terrebonne General for additional treatment. A doctor diagnosed the IP with a
fractured wrist.
The BSEE Lafayette District conducted an onsite investigation February 17, 2025.",The incident resulted in a lost-time accident with more than 3 days lost. The facility was evacuated.,,,,,,,,,,,,,,,
MR-9F929C374F,,Incident,2025-03-19,19:10,2025-04-16,MC,29,,ENSCO 8502,Drilling,LIFTING DEVICE,Loss Event,Environment & Reputation,Loss of Containment,,SYN-6607dc,Maintenance Supervisor,SYN-0b94e0,Operations Superintendent,SYN-17d88d,Operations Superintendent,2025-05-01,SYN-2d46b3,Production Foreman,2025-09-14,"-
On 12 FEB 2014 between 1630 hours and 1959 hours air pressure was lost to the primary
Telescopic Joint (TJ) Packer that resulted in a 128 barrel discharge of 13.5 ppg
Synthetic Base Mud (SBM) into offshore waters. The rig was in the process of running
14"" casing. At 1630 hours, with 73 joints ran, the Driller noticed an 8 barrel loss
of mud. At 1700 hours with 83 joints ran an additional 23 barrels of mud was lost.
With mud losses not uncommon during casing running operations, rig personnel made the
decision to slow the running of the casing. This did slow down the mud loss rate and
the crew continued to run the casing in the well. At 1959 hours a third party
employee was walking through the moon pool area and noticed mud pouring from the
telescopic joint. The employee notified the Supervisor and the secondary hydraulic
packer was then manually engaged, mud losses ceased at that time. After an inspection
by the rig personnel, it was noticed that the air supply line to the TJ packer had
ruptured.
The investigation revealed that:
1) There was no automatic redundant back-up system
system had to be manually engaged.
2) The air pressure alarm for the Telescopic Joint
of the Inspectors to verify the set points for the
alarm, it was discovered that the high limit alarm
alarm was also set at 0-psi. This was confirmed at
Control Unit by the two BSEE inspectors conducting",Reported as a pollution release.,Incident,,Incident,8,D,2,,,C,,,,,,
MR-12F980165A,,Very Serious Incident,2025-04-05,08:00,2025-04-14,EW,948,,DIAMOND OCEAN CONCORD,Production Operations,LIFTING DEVICE,Loss Event,Health & Safety,Injury TLI,,SYN-8a301f,Production Foreman,SYN-25de20,HSE Advisor,SYN-d1fc8b,Operations Superintendent,2025-06-08,SYN-be230b,Production Foreman,2026-12-13,"Bundles of 3.5 inch drill pipe were being backloaded onto a work boat. The load was
swung over the boat and landed on the boat. The bundle of pipe was sat down across
two bundles of pipe. The employee on the forward end of the pipe retrieved his tag
line on the starboard bow. The other employee moved down the port side of the boat
to gain access to his tag line. When he was approximately 20 feet from the end of
the pipe bundle, the boat heaved and the load swung toward the port side of the boat.
The employee moved behind the bull works to get out of the way of the pipe. Then,
he came from underneath the bull works and was reaching for his tag line. The bundle
of pipe struck the employee in his chest and pinned him against the bull works. The
injured employee was found lying across bundles of pipe on the boat deck. He was
alert and oriented but stated that he initially went unconscious. He complained of
pain in the sides of his chest and the entire upper back. Also, he complained of
having difficulty breathing. He was spitting up small amounts of blood. He was
transferred to shore for medical attention. The injured party is undergoing medical
treatment for three broken ribs and two punctured lungs. He is expected to return to
work in three to four months.",The incident resulted in a lost-time accident with more than 3 days lost. Reported as a crane incident. The facility was evacuated.,Very Serious Incident,,Very Serious Incident,25,E,5,,,,,,,,,
