Incident Number,Cause number,Cause Description,Cause type,Risk Management Cause,Human Factors  Cause, Failed PSM Framework Element
NS-3DF1711ACE,3,The CE should have requested help with carrying alleviated the CE’s attempt to reposition while the two scaffold boards. This may have carrying the boards.,Root,,,
NS-F48E3D17B3,1,"BSEE investigators determined the vessel had only been cleaned of sand and sludge, leaving an undetermined amount of condensate in the oil bucket of the vessel. This allowed gas vapors to escape from the condensate through the unsealed manway cover. Slag and sparks fell directly onto the water skimmer and the manway cover igniting the combustible gas.",Immediate,,,
NS-F48E3D17B3,2,Communication – Talos company representative believed the water skimmer was rendered inert and allowed the manway cover to be loosely secured. The water skimmer contained condensate and combustible gas.,Underlying,,,9
NS-F48E3D17B3,3,Supervision - Jobsite walkthroughs each morning to identify hazards and discuss mitigations were not being performed prior to hot work permits being approved.,Root,,,17
NS-8DFE5707ED,1,"The dual pack-off snagged on a shackle, which over powered the knot on the rope socket and caused the wireline to pull free. Floorhand's left hand placement was in wrong place.",Immediate,,,
NS-8DFE5707ED,2,"Hands Free Work Objective, Hand placement, and Line of addressed in pre-tour or C & D wireline JSEA. C&D wireline JSEA missing step for pulling tool out of Driller and crew witnessed Floorhand reach out for the in accordance to H&P Offshore Hands Free Policy. Drill crew reviewed but did not sign the C&D wireline",Underlying,,,
NS-8DFE5707ED,3,"The dual pack-off snagged on a shackle, which over powered the knot on the rope socket and caused the wireline to pull free. Floorhand's left hand placement was in wrong place.",Root,,,
NS-F767B2A133,1,Management system: swing gates with tie offs or guardrails were not installed to prevent falls at the access opening to the lower working platform where the H&P Driller was standing while installing the upper working platform.,Immediate,,,8
NS-F767B2A133,2,Management system: the H&P Driller was not wearing any fall protection gear as required in H&P’s JSA for Installing Work Platforms onto BOPs that stated to “Always remain 100% tied off while working at heights” and “Always use 100% fall protection”.,Underlying,,,8
NS-F767B2A133,3,"Human performance error: Improper body placement - the H&P Driller was looking up when standing on the lower platform floor while installing the nuts and bolts onto the upper platform leg and he was not situationally aware that when he repositioned himself, he stepped off the unprotected side of the lower working platform and fell backwards injuring his back on and against the edge of BOP skid plate.",Root,Inadequate Control Measures, Competency -  Lapse of Competency,3
NS-980EDAB662,1,"The Manual Master Valve, Surface Safety Valve and Wing Valve were leaking which allowed the Shut in Tubing Pressure of 3200 Pounds per Square Inch Gauge (PSIG) to be present up to the Out of Service production header causing a gasket failure on the FSV.",Immediate,,,
NS-980EDAB662,2,"The B-001 well had a history of making traces of Management failed to mitigate valve deficiencies January 3, 2024. ­",Underlying,,,
NS-980EDAB662,3,"The Manual Master Valve, Surface Safety Valve and Wing Valve were leaking which allowed the Shut in Tubing Pressure of 3200 Pounds per Square Inch Gauge (PSIG) to be present up to the Out of Service production header causing a gasket failure on the FSV.",Root,,,
NS-C7B72D1191,1,"Equipment Failure: Inadequate inspection. The RG failure was due to fatigue cracking at all 3-riser guard-to-hull connection points on the east side, resulting in loss of structural integrity over time.",Immediate,Inadequate Control Measures,,15
NS-C7B72D1191,2,"Management Systems: Inadequate hazard analysis. The operator classified the RG as a secondary structural appurtenance and was not included as a targeted inspection location under the American Bureau of Shipping (ABS) -approved In-Service Inspection Plan (ISIP), which is primarily focused on primary structural members. As a result, degradation at these connection points was not identified prior to failure.",Underlying,Hazard not Identified,,8
NS-C7B72D1191,3,"Work Environment: Other weather influences. The RG is affected by all sea conditions: waves, strong currents, temperatures, and boat strikes and normal swaying motion.",Root,Hazard not Identified,,6
NS-811642131F,1,The CE failed to follow the procedure listed in tighten instead of following the JSA. The CE should have repositioned himself if he manner. -,Immediate,,,
NS-811642131F,2,The CE failed to follow the procedure listed in tighten instead of following the JSA. The CE should have repositioned himself if he manner. -,Underlying,,,
NS-811642131F,3,The CE failed to follow the procedure listed in tighten instead of following the JSA. The CE should have repositioned himself if he manner. -,Root,,,
NS-A5F93620D1,1,Rig personnel failed to ensure that the Tree latched to the Subsea Tree before attempting it to surface.,Immediate,,,
NS-A5F93620D1,2,- Rig personnel failed to recognize that the well work on the A002 once it was Retrieving Tool (TRT) was properly to lift it off of the A002 well and pull,Underlying,,,
NS-A5F93620D1,3,"ACCIDENT: ""open/close"" indicator bar on the stack was not installed as per FMC's engineered drawings.",Root,,,
NS-C80594B698,1,"been engaged, slippage of the boom to fall resulting in the failure of the Boom pawl was not engaged by operator. With mechanical cranes the potential for clutch slippage is generally present especially during heavy rain or foggy conditions. These weather conditions existed and contributed to this incident.",Immediate,,,
NS-C80594B698,2,"In reviewing the reason for the boom hoist clutch becoming wet, it was determined that preventive maintenance activities need improvement as they relate to maintaining the crane house seals.",Underlying,,,
NS-C80594B698,3,"been engaged, slippage of the boom to fall resulting in the failure of the Boom pawl was not engaged by operator. With mechanical cranes the potential for clutch slippage is generally present especially during heavy rain or foggy conditions. These weather conditions existed and contributed to this incident.",Root,,,
NS-591B13B4C7,1,"Apache and Hercules determined that the primary cause of this incident was slippage of top drive dies that caused the compensator to pick up, turn the stand in the opposite direction with the tongs and throwing the Floorhand approximately 8 feet into the starboard air hoist where he sustained the injures.",Immediate,,,
NS-591B13B4C7,2,"An internal investigation conducted by Hercules identified the following contributing causes: 1) the Driller had assumed that the pipe connection had broken, 2) the Floorhand was unable to see if the saver sub had broken, and 3) the motion compensator picking up the stand prematurely due to reduced weight, spinning the pipe stand two full revolutions, snagging the Floorhand's legs in the snub line, and throwing him approximately 8 feet into the starboard air hoist. A JSA was completed; however, it did not include all job tasks for back reaming nor did it specifically address hazards that may occur if the top drive dies slipped when breaking a connection. Hercules had no written maintenance program for inspecting, maintaining, or replacing the top drive dies; however, they had a policy that required the top drive dies to be inspected once per tour. It should be noted that currently there are no industry standards for top drive die inspection and maintenance.",Underlying,,,
NS-591B13B4C7,3,"Apache and Hercules determined that the primary cause of this incident was slippage of top drive dies that caused the compensator to pick up, turn the stand in the opposite direction with the tongs and throwing the Floorhand approximately 8 feet into the starboard air hoist where he sustained the injures.",Root,,,
NS-2988EEAF31,1,The Sub-sea Engineers failure to ensure that the locking dogs were fully engaged. -,Immediate,,,
NS-2988EEAF31,2,There was no verification (visual or mechanical) that the actuating ring latch assemblies were set on the tensioner ring. -,Underlying,,,
NS-2988EEAF31,3,The crew was unfamiliar with the proper procedures for verifying the locking mechanisms were properly engaged. -,Root,,,
NS-2EADE30878,1,Operators failed to update and include in the JSA using air pressure to clear the line of obstruction when job was stopped.,Immediate,,,
NS-B7D96898F3,1,"Human Performance Error - Inattention to task: Torch was stored away without closing the bottle valves, depressurizing the lines, and ensuring the torch head valves were fully tightened.",Immediate,, Competency -  Lapse of Competency,3
NS-B7D96898F3,2,"Human Performance Error – Not aware of hazards: While workers were utilizing the plasma cutter, sparks came into contact with the torch leaking from the torch to ignite.",Underlying,Hazard not Identified,"Mistake - Information Issue -too little, missing or inaccesible information",3
NS-B7D96898F3,3,"Human Performance Error - Inattention to task: Torch was stored away without closing the bottle valves, depressurizing the lines, and ensuring the torch head valves were fully tightened.",Root,, Competency -  Lapse of Competency,3
NS-EA4B8760CA,1,"Equipment Failure: Degradation of the well due to corrosion. The 26-inch conductor casing was severely corroded, and complete metal loss was observed. The complete loss of the 26-inch conductor casing exposed the 13.375-inch surface casing allowing active corrosion to begin due to exposure to oxygen and moisture.",Immediate,,,15
NS-EA4B8760CA,2,Equipment Failure: Years of corrosion caused enough wall loss and metal integrity to part the 13.375- inch surface casing at the collar allowing it to collapse on itself.,Underlying,,,15
NS-EA4B8760CA,3,Work Environment: Trapped gas lift pressure was released into the atmosphere when the valve on the 9.625-inch production casing,Root,,,6
NS-BC7702D23C,1,"A corrosion pit on the bottom of the acorn nut (part of the 3rd stage compressor cylinder head) provided an initiation point for pitting and a fatigue crack. This crack, over a period of approximately 85 minutes, spread far enough to cause the failure and ejection of the acorn nut. This pitting and eventual crack was believed, due to the presence of chlorides found in the pitting/crack, to be caused by salt water entrained in the ambient air or in the process gas stream.",Immediate,,,
NS-BC7702D23C,2,"Corrosion inside the cylinder head was noted during an overhaul in February 2008. The interior of the acorn nut was machined away to remove the corrosion, and a layer of chrome was applied to the machined surface. The post-incident examination revealed that all the corrosion was not removed from the acorn nut bore. Had this repair procedure been properly executed, the incident may have been averted.",Underlying,,,
NS-BC7702D23C,3,"A corrosion pit on the bottom of the acorn nut (part of the 3rd stage compressor cylinder head) provided an initiation point for pitting and a fatigue crack. This crack, over a period of approximately 85 minutes, spread far enough to cause the failure and ejection of the acorn nut. This pitting and eventual crack was believed, due to the presence of chlorides found in the pitting/crack, to be caused by salt water entrained in the ambient air or in the process gas stream.",Root,,,
NS-B15E122247,1,The Lessee failed to maintain proper weight of,Immediate,,,
NS-B15E122247,2,well control fluid.,Underlying,,,
NS-B15E122247,3,The Mud Engineer failed to stop the operation when he noticed oil in the returns.,Root,,,
NS-A827E94C53,1,Equipment Failure: The flange failed due to wall loss and material property degradation failure of the flange.,Immediate,,,15
NS-A827E94C53,2,Equipment Failure – Inadequate preventative that was not performed prior to the severe OD corrosion that caused significant resulting in a circumferential brittle,Underlying,,,15
NS-A827E94C53,3,ACCIDENT: maintenance:,Root,,,
NS-A3A2CC413A,1,Poor Body Placement: Employee failed to recognize an area that left him vulnerable to danger.,Immediate,,,
NS-A3A2CC413A,2,the risk of placing his hand in,Underlying,,,
NS-A3A2CC413A,3,"Poor Weather Conditions: Although the weather conditions were not terrible, the sea state at the time of the accident was enough to cause the ship to sway. The tank therefore swayed and was unable to be controlled by the Crane Operator.",Root,,,
NS-9A16DDBEB8,1,Pilot error: Pilot did not see platform lights.,Immediate,,,
NS-9A16DDBEB8,2,Weather: Partly to mostly cloudy,Underlying,,,
NS-9A16DDBEB8,3,Pilot error: Pilot did not see platform lights.,Root,,,
NS-8D881CE7A3,1,A failed check valve assembly on the #3 engine's diesel return line resulted in fuel escaping. The uncontained fuel came into contact with the engine and was ignited by its heat.,Immediate,,,
NS-8D881CE7A3,2,It was discovered that some of the threads on the connection for the check valve assembly were partially flattened. The nature of the damage to the threads gives way to an external side-loading force having been applied to the area. The specific nature of the force and exactly when it occurred is unknown.,Underlying,,,
NS-42A93CE5CE,1,Failure to follow the lessee's Corrosive Chemical Procedure by not wearing chemical goggles and a face shield. Failure to bleed pressure prior to dismantling the pump assembly.,Immediate,,,
NS-42A93CE5CE,2,No JSA or permit to work completed associated with the job task. ­ No MSDS located on facility for the hazardous chemical being utilized. ­ Failure to provide eye wash station near temporary chemical pumping area.,Underlying,,,
NS-42A93CE5CE,3,Failure to follow the lessee's Corrosive Chemical Procedure by not wearing chemical goggles and a face shield. Failure to bleed pressure prior to dismantling the pump assembly.,Root,,,
NS-83D90CEBE2,1,"The winch teardown inspection showed that the clutch normal wear. No component had evidence of ""failure"".",Immediate,,,
NS-83D90CEBE2,2,"was worn; the wear is considered The problem is unique for Braden-type planitary hoists, of which Shell has about 90% in their crane fleet. A brake test applies much more stress than the hoist brakes or cam clutch see in normal duty even at maximum line pulls. The cam clutch is the piece that takes the brunt of the shock loading and quite often cracks but actually still operates to a degree. Normally, it will fail a brake test but hold a load quite well. Upon a failed brake test, the hoist would be exchanged. In this incident, the hoist appeared to slip, but then upon 50+ brake tests could not be repeated.",Underlying,,,
NS-83D90CEBE2,3,"The winch teardown inspection showed that the clutch normal wear. No component had evidence of ""failure"".",Root,,,
NS-2563BBDAC6,1,"Operations personnel manually closed the incoming boarding SDV for pipeline segment No.13264 and relied on ""cascading"" to shut-in production from the satellite platform since the well is not equipped with remote shut-in capabilities. As pressure increased on the pipeline, the line parted as a result of the corrosion issues associated with the pipeline riser.",Immediate,,,
NS-2563BBDAC6,2,The section of the riser above the splashtron that ruptured had no protective coating.,Underlying,,,
NS-2563BBDAC6,3,Corrosion issues are a result of the lack of maintenance to the pipeline riser and associated components.,Root,,,
NS-8270F9EBC0,1,Mud weight was inadequate to balance pore pressure,Immediate,,,
NS-8270F9EBC0,2,"Gas cut fluid was accompanied by a small pit gain, up the hole.",Underlying,,,
NS-8270F9EBC0,3,Mud weight was inadequate to balance pore pressure,Root,,,
NS-DCE1F6BD18,1,Products on board the Maersk Valiant were improperly stored in the B-Deck linen closet containing combustible materials which were susceptible to spontaneous heating or chemical reaction resulting in a fire.,Immediate,,,
NS-DCE1F6BD18,2,"Multiple offshore travel bags were being stored in the B-Deck linen closet. All offshore travel bags should be stored in designated lockers. Potentially flammable personal care products were not sealed properly and stored in a safe manner. The B- Deck linen closet was filled with pillows, significant fuel source.",Underlying,,,
NS-DCE1F6BD18,3,Products on board the Maersk Valiant were improperly stored in the B-Deck linen closet containing combustible materials which were susceptible to spontaneous heating or chemical reaction resulting in a fire.,Root,,,
NS-4E37058A71,1,"The OOW failed to maintain a proper Anchor Watch. He did not plot Latitude, Longitude, Radar, and Position reading at twenty minute intervals as directed by the Masters Standing Orders and he did not maintain a proper lookout.",Immediate,,,
NS-4E37058A71,2,The vessel's bridge team failed to monitor and adjust to changes in weather conditions as required. The USCG issued a Broadcast Notice to Mariners advising that winds were forecast to shift from East to North and increase to possible gale force Thursday afternoon and into the night. The M/V MAERSK KENTUCKY's anchor failed to hold and was dragged. The crew was unable to gain control of the vessel in time to maneuver away from Energy XXI's HI 154 'B' platform because the engines had been shut down. Engine start up normally takes 20 to 30 minutes.,Underlying,,,
NS-4E37058A71,3,"The OOW failed to maintain a proper Anchor Watch. He did not plot Latitude, Longitude, Radar, and Position reading at twenty minute intervals as directed by the Masters Standing Orders and he did not maintain a proper lookout.",Root,,,
NS-452D2E6293,1,Poor communication between the dock crane operator and basket weight to be mislabeled.,Immediate,,,
NS-452D2E6293,2,None,Underlying,,,
NS-452D2E6293,3,Poor communication between the dock crane operator and basket weight to be mislabeled.,Root,,,
NS-E6A5889822,1,-BOP Landing Assist Tool (BLAT) was not correctly spool.,Immediate,,,
NS-E6A5889822,2,"to be much less. On December 18, engaged/installed in the BLAT riser -Weather conditions forced the driller to chase (pick up and down) the tool set-down weight while the active heave drawworks was in the “on” position. -Transocean’s rig procedure, (“Utilizing BLAT to Latch/Unlatch”) was not followed. The procedure indicated using two chain tongs to rotate the pipe, however, the pipe handler was used.",Underlying,,,
NS-E6A5889822,3,-BOP Landing Assist Tool (BLAT) was not correctly spool.,Root,,,
NS-131EC1A6C3,1,"Lack of Training, going to fast.",Immediate,,,
NS-131EC1A6C3,2,"Lack of Training, going to fast.",Underlying,,,
NS-131EC1A6C3,3,"Lack of Training, going to fast.",Root,,,
NS-984CECC249,1,Equipment Failure: The kingpost experienced structural failure resulting from long term fatigue cracking that originated from storm induced impact trauma. The capacity of the equipment was ultimately exceeded due to cumulative fatigue damage and compromised structural integrity.,Immediate,,,15
NS-984CECC249,2,"Equipment failure: Preventive Maintenance/ Inadequate Equipment Repair- Although inspections were performed, the latent hurricane related trauma hidden beneath intact exterior surface was not detectable through routine inspection methods, leaving the underlying initiation points unaddressed.",Underlying,Inadequate Control Measures,,15
NS-984CECC249,3,"Equipment Failure: Inadequate Equipment testing/Inspection- Standard inspection and monitoring practices were insufficient to detect micro tears or internal fatigue progression originating from the 2005 structural impact, allowing the damage to go undetected for nearly two decades.",Root,Inadequate Control Measures,,15
NS-BE81998EF7,1,"The reduction in riser tension was substantial system in compression, causing significant stress wellhead connector was functioned open. enough to place the entire riser on the riser adapter when the",Immediate,,,
NS-BE81998EF7,2,1) Poor procedure. The procedure did slacking off the riser tensioners.,Underlying,,,
NS-BEE8652DCA,1,"The mooring chain link fractures initiated from hydrogen embrittlement. The material properties of the link were not satisfactory for Grade R4 mooring chain, nor any other grade of mooring chain recognized by ABS. The high hardness of the link made it susceptible to hydrogen embrittlement and was likely the result of improper heat treatment.",Immediate,,,
NS-BEE8652DCA,2,None,Underlying,,,
NS-BEE8652DCA,3,"The mooring chain link fractures initiated from hydrogen embrittlement. The material properties of the link were not satisfactory for Grade R4 mooring chain, nor any other grade of mooring chain recognized by ABS. The high hardness of the link made it susceptible to hydrogen embrittlement and was likely the result of improper heat treatment.",Root,,,
NS-0F1E2D6799,1,"Failure of the 18-inch LP piping due to severe internal corrosion: The pipe coming from the LP Production Header to the LP Separator initially had a designed maximum allowable working pressure (MAWP) of 285 psig but ruptured at 252 psig. The rupture occurred at the chemical injection point where the line penetrated the production deck and extended approximately 10 feet down. A third party company was sent to the platform on July 18, 2025, to perform non-destructive testing (NDT) on the ruptured piping and found metal loss as high as 50.4%.",Immediate,,,
NS-0F1E2D6799,2,"A chemical injection program was in place on the platform on or about the time of first production on September 15, 2014. Several types of chemicals were being injected into the LP line at that time. Among these were a scale inhibitor with a pH balance of 5 and a demulsifier with a pH balance of 0.5 to 2.5. These chemicals are acidic by nature. At the start of the chemical injection program, Caproco fittings were installed at the injection points; however no quills were installed into the fittings to enable the injected chemicals to be released midstream into the pipe. This would have ensured efficient distribution of the introduced chemicals. By injecting the chemicals into the piping without the use of the quills, the chemicals concentrated on the interior pipe wall and down the length of the pipe, causing severe deterioration and metal loss in the piping. This is evident in the pictures taken of the inside of the ruptured pipe during the investigation. The operator also failed to realize an ongoing problem was occurring when on January 30, 2024, a hole was found in the thread-o- let (TOL) of the demulsifier injection point on the LP pipe. The TOL was replaced, and a third party contractor was sent to the platform to perform NDT of the pipe. An eight-point NDT test was performed but not at or downstream of the chemical injection points. If the tests would have been performed at these areas, results would have shown the extent of metal loss occurring inside of the pipe, and corrective action could have been taken.",Underlying,,,
NS-0F1E2D6799,3,"Failure of the 18-inch LP piping due to severe internal corrosion: The pipe coming from the LP Production Header to the LP Separator initially had a designed maximum allowable working pressure (MAWP) of 285 psig but ruptured at 252 psig. The rupture occurred at the chemical injection point where the line penetrated the production deck and extended approximately 10 feet down. A third party company was sent to the platform on July 18, 2025, to perform non-destructive testing (NDT) on the ruptured piping and found metal loss as high as 50.4%.",Root,,,
NS-BC99657275,1,Equipment failure: Inadequate equipment repair- Possibility of an old field repair to the flowline being subjected to corrosion due to the repair being made in the field instead of in a controlled environment which may have caused the flowline to develop a leak.,Immediate,Inadequate Control Measures,,15
NS-BC99657275,2,Equipment failure: Flawed equipment design or construction- Suspected flaw in the field weld and testing of the weld during suspected past field flowline repair.,Underlying,Inadequate Control Measures,,15
NS-BC99657275,3,Work environment: Poor layout or design of work area- Suspected repair being performed in an uncontrolled environment allowing for environmental condition to affect the repair that may have been performed.,Root,Inadequate Control Measures,,6
NS-902934F9C9,1,"There was no inspection of the condition of the davit and rod assembly prior to placing the weight of the manway hatch on the davit and rod assembly. The severe corrosion and location of the washer on the davit, and the corrosion of the davit was not detected.",Immediate,,,
NS-902934F9C9,2,The Job Safety & Environmental Analysis (JSEA) failed to capture the hazards associated with removing the skimmer manway hatch. The JSEA contained limited details specific to the operations being performed.,Underlying,,,
NS-902934F9C9,3,"There was no inspection of the condition of the davit and rod assembly prior to placing the weight of the manway hatch on the davit and rod assembly. The severe corrosion and location of the washer on the davit, and the corrosion of the davit was not detected.",Root,,,
NS-E957DD093F,1,Poor communication between the Derrickman and the Mud Loggers. The pits were left unattended when the Permit to Work and the Risk Assessment clearly state that the pits should be monitored continuously.,Immediate,,,
NS-02F1D120A1,1,"The cause of the incident was a build up of gas under the set storm packer. During release/retrieval of this storm packer, rig personnel were not aware of this gas bubble that formed under the packer. If the Annular Blowout Preventers had been closed before the release (unseating) of the packer, the fluid would not have reached the rig floor, thus eliminating the incident. It was later revealed that a Halliburton tool man was not present during the unseating of the storm packer. If a Halliburton tool man had been present, this incident may not have occurred. Also the lack of a detailed procedure covering the have also been a major contributing factor in this",Immediate,,,
NS-02F1D120A1,2,"The cause of the incident was a build up of gas under the set storm packer. During release/retrieval of this storm packer, rig personnel were not aware of this gas bubble that formed under the packer. If the Annular Blowout Preventers had been closed before the release (unseating) of the packer, the fluid would not have reached the rig floor, thus eliminating the incident. It was later revealed that a Halliburton tool man was not present during the unseating of the storm packer. If a Halliburton tool man had been present, this incident may not have occurred. Also the lack of a detailed procedure covering the have also been a major contributing factor in this",Underlying,,,
NS-02F1D120A1,3,"The cause of the incident was a build up of gas under the set storm packer. During release/retrieval of this storm packer, rig personnel were not aware of this gas bubble that formed under the packer. If the Annular Blowout Preventers had been closed before the release (unseating) of the packer, the fluid would not have reached the rig floor, thus eliminating the incident. It was later revealed that a Halliburton tool man was not present during the unseating of the storm packer. If a Halliburton tool man had been present, this incident may not have occurred. Also the lack of a detailed procedure covering the have also been a major contributing factor in this",Root,,,
NS-7B812BCFFF,1,"At this time, Shell feels like a tagline wrapped around the bull plug assembly; the bull plug was tightened to 2 threads. Shell thinks that the load was being repositioned using the second tagline, the other tagline unknowingly became entangled with the bull plug.",Immediate,,,
NS-7B812BCFFF,2,(1) The bull plug was tightened to 2 threads. (2) properly communicated to all that were involved.,Underlying,,,
NS-7B812BCFFF,3,"At this time, Shell feels like a tagline wrapped around the bull plug assembly; the bull plug was tightened to 2 threads. Shell thinks that the load was being repositioned using the second tagline, the other tagline unknowingly became entangled with the bull plug.",Root,,,
NS-95631D807D,1,"While attempting to better secure the casing joint, the PLS operator decided to close the upper and lower gripper arms in addition to the centralizing arm. The employee located the required button needed to perform function, but took his eyes off the control pad to look up and get a clear view of the arms and watch the function. As a result, the operator hit the button to open the centralizer arm instead of close the gripper arms and dropped the casing across the rig floor.",Immediate,,,
NS-95631D807D,2,-The Task was interrupted. The decision for the operator to make an attempt to better secure the joint of casing standing vertical was due to the PRS operator switching focus to the forward PRS. Had the task not been interrupted the PLS operator would not have attempted to better secure the joint of casing.,Underlying,,,
NS-95631D807D,3,"While attempting to better secure the casing joint, the PLS operator decided to close the upper and lower gripper arms in addition to the centralizing arm. The employee located the required button needed to perform function, but took his eyes off the control pad to look up and get a clear view of the arms and watch the function. As a result, the operator hit the button to open the centralizer arm instead of close the gripper arms and dropped the casing across the rig floor.",Root,,,
NS-8FFCB3592A,1,It appears that the biocide treatment was not sufficient and the bacterium growth over the months may have contaminated the saltwater contained in the vessels and generated.,Immediate,,,
NS-8FFCB3592A,2,It appears that the biocide treatment was not sufficient and the bacterium growth over the months may have contaminated the saltwater contained in the vessels and generated.,Underlying,,,
NS-8FFCB3592A,3,It appears that the biocide treatment was not sufficient and the bacterium growth over the months may have contaminated the saltwater contained in the vessels and generated.,Root,,,
NS-B7A62CF973,1,Equipment Failure.,Immediate,,,
NS-B7A62CF973,2,Equipment Failure.,Underlying,,,
NS-B7A62CF973,3,Equipment Failure.,Root,,,
