incident,cause,text,xw_element,llm_cause_category,llm_psm_element,llm_confidence,llm_passes_agreed,llm_reason
WD-73-20220619-0930,1,"Human Performance Error: Not aware of hazards. Not following proper procedure. Rushing to get job done. The 8 personnel should not have stepped onto the personnel basket without ensuring that the M/V was positioned stationary enough for them to board. Also, the crane operator should not have responded to the drifting M/V by lifting up the personnel basket, especially, since the deckhand had not secured the tagline in hand. And the crane operator should not have lifted the basket without proper signaling from the deckhand/rigger.",3,Management Systems,17,high,3,"Multiple control failures in work execution: personnel boarded without ensuring vessel stability, crane operator lifted basket without proper signaling from rigger, and tagline was not secured before lifting—all represent work controls that existed but were not properly executed or enforced."
WD-74-20220513-0011,1,Human Performance Error – Not following proper procedures: JSA did not cover the proper sequence for performing a boom tip changeout and failed to use the company required Boom Connector Safety Pins.,3,Management Systems,8,high,3,"JSA did not cover the proper sequence for performing a boom tip changeout, indicating inadequate operating manuals and procedures that failed to specify the required safety control (Boom Connector Safety Pins)."
WD-74-20220513-0011,2,Human Performance Error – Inattention to task: Mechanics failed to follow proper procedures and identify the hazards associated with changing out the boom tip.,3,Management Systems,6,high,3,"Mechanics failed to identify the hazards associated with changing out the boom tip, indicating a breakdown in hazard identification and risk assessment rather than mere inattention."
WD-74-20220513-0011,3,"Communication – No or inadequate job instructions provided: According to the incident report obtained by Seatrax, the Lead Mechanic/IP signed the JSA without reading it and having a discussion of the job scope with the MH.",9,Management Systems,17,high,3,"Lead Mechanic signed JSA without reading it and discussing job scope, indicating work control and permit-to-work procedures were not properly executed before task commencement."
MP-260-20220624-1147,1,Human Performance Error – Not aware of hazards: possible hazards within the piping.,3,Management Systems,6,high,3,"Hazards within the piping were not identified, indicating a failure in hazard identification and risk assessment"
MP-260-20220624-1147,3,Management Systems – Inadequate hazard analysis/written job procedures: No purging or flushing of the piping was done prior to the work being done. Personnel failed to identify the possibility of pyrophoric materials within the piping.,8,Management Systems,6,high,3,"Personnel failed to identify the possibility of pyrophoric materials within the piping, indicating a hazard identification failure rather than execution of an existing control."
EB-602-20220910-1630,1,Human Performance Error: IP failed to control the movement of the TG door frame as stated in the JSA.,3,Human Performance Error,17,high,3,"IP failed to control the movement of the TG door frame as stated in the JSA, indicating a work control procedure that existed but was not executed."
EI-360-20210316-2030,1,Human Performance Error: Inattention to task: The Mechanic entered the compressor cooling fan housing and grabbed the fan belt that was still in motion.,3,Management Systems,17,high,3,The mechanic entered equipment with moving parts without proper work control; a permit-to-work system or task risk management should have prevented entry to the live compressor cooling fan housing.
EI-360-20210316-2030,2,Human Performance Error- BSEE also found that the probable cause of the injury was a failure to implement Stop Work Authority prior to the Mechanic entering the compressor cooling fan housing.,3,Management Systems,17,high,3,Failure to implement Stop Work Authority prior to mechanic entering the compressor cooling fan housing indicates a work control and permit-to-work system that existed but was not executed.
EI-360-20210212-0900,1,"Human Performance Error- Not following proper procedure: The construction crew attempted to dislodge the handrail by hand while tension was applied by the crane. As per the Job Safety Analysis (JSA), stop work should have been implemented and the JSA revised as the potential hazards changed from the original JSA.",3,Management Systems,17,high,3,The JSA existed but was not executed; 'stop work should have been implemented and the JSA revised as the potential hazards changed' indicates a work control that existed but was not properly applied when conditions changed.
EI-360-20210212-0900,2,Human Performance Error: Inattention to task: Decision was made to use the crane to remove the handrail before creating a new JSA to identify hazards.,3,Management Systems,6,high,3,"Decision was made to use the crane to remove the handrail before creating a new JSA to identify hazards, indicating hazards were not identified prior to the work activity."
WD-80-20220110-0600,1,Equipment Failure – Flawed equipment design or construction: Packer assembly and overshot did not work from the start when it was installed in 2013.,15,Equipment Failure,16,high,3,"Packer assembly and overshot did not work from the start when installed, indicating a failure in management of safety critical devices to ensure equipment fitness for purpose before deployment."
WD-80-20220110-0600,5,"Communication – No or inadequate communication: Lessee failed to report the leak to BSEE in a timely matter. If BSEE had knowledge of the leak, the agency would have prompted Fieldwood to urgently remediate the issue. Lack of communication also led to a failure of Fieldwood management to act to remediate the issue timely.",9,Communication,5,high,3,"Lessee failed to report the leak to BSEE in a timely matter, representing a failure in communication with external stakeholders (the regulatory agency)."
GB-216-20220519,1,Human performance error: Improper hand placement – The IP placed his left hand on a 5000 psi pressurized 0.5- inch false hotline hose to move in order to access the leaking BOP No. 2 Yellow Pod hot stab line when the 0.5-inch false hotline hose ruptured causing his left-hand injury.,3,Management Systems,6,high,3,"The hazard of pressurized hose rupture and the risk of hand placement on a 5000 psi pressurized line were not identified or controlled, indicating a failure in hazard identification and risk assessment"
GB-216-20220519,2,"Management system: Equipment failure - According to the manufacturer, the 0.5-inch false hotline hose failed due to a combination of the following factors including: breached green thermoplastic hose most likely due to broken internal wires; broken wires exhibiting excessive corrosion with pitting and scaling oxidation; unreadable layline; and blisters/bulges on the green thermoplastic hose cover.",8,Equipment Failure,15,high,3,"The hose failed due to internal wire corrosion, pitting, oxidation, and structural degradation (blisters/bulges) that should have been detected through systematic inspection and maintenance protocols."
GB-216-20220519,3,Management system: Insufficient hazard recognition – The TO General Work Permit and the Hazard Identification Prompt card failed to address the hazards associated with moving or working around pressurized lines containing BOP fluid during BOP soak testing.,8,Management Systems,6,high,3,The TO General Work Permit and Hazard Identification Prompt card failed to address the hazards associated with moving or working around pressurized lines containing BOP fluid during BOP soak testing.
GB-216-20220519,5,"Management system: Insufficient inspection and maintenance programs - TO has guidelines in place to inspect and maintain hoses but did not implement their hose inspection and maintenance guidelines or standards; therefore, TO failed to recognize that the 0.5-inch false hotline hose posed a safety hazard. Also, TO did not follow the recommendations or instructions for hose maintenance and replacement by the manufacturer.",8,Management Systems,15,high,3,TO failed to implement their hose inspection and maintenance guidelines and did not follow manufacturer recommendations for hose maintenance and replacement
GB-216-20220519,6,Management system: Insufficient communication - TO failed to communicate the dangers and hazards to personnel when working around energy sources including high pressurized lines. TO did not install warning barriers to warn personnel of restricted areas during pressure testing.,8,Management Systems,17,high,3,"TO failed to communicate dangers to personnel and did not install warning barriers during pressure testing, representing absent work controls and task risk management for a high-hazard activity."
GB-426-20211210,1,Human Performance Error: BSEE has determined the probable cause of the incident was due to the LPRO pulling his end of the drill pipe ahead of the UPRO that caused the top of the stand of drill pipe to get under the elevators as the traveling block was coming down. H&P addressed this issue in their updated Job By Design Template.,3,Work Environment,17,high,3,"The LPRO pulled drill pipe ahead of the UPRO without coordination, indicating a failure in work control and task coordination between personnel performing the same operation."
GB-426-20211210,3,Management Systems:  Inadequate Job Safety Analysis (JSA) – the JSA failed to identify potential hazards of impact between the elevators with a stand of drill pipe in the when it is traveling down while a stand of drill pipe is simultaneously being removed from the fingerboard with the pipe racker. H&P will update the JSA to address the hazards of a stand of drill pipe contacting the elevators while tripping in the hole. The JSA did not include information related to inexperienced employees.  Inadequate Job By Design (JBD) Template – the JBD Template used before the incident failed to alert that “When pulling stands from any/all rows wait till block is below finger board to bring stand out of finger row.” H&P corrective actions stated in the updated JBD Template will now require that the stand of drill pipe to stay in the slot until the block is lowered below finger board before bringing out next stand of drill pipe out for running in the hole.,8,Management Systems,6,high,3,"The JSA failed to identify potential hazards of impact between elevators and drill pipe, and did not include information related to inexperienced employees, representing a failure in hazard identification and risk assessment."
GB-426-20220414,1,Management system: swing gates with tie offs or guardrails were not installed to prevent falls at the access opening to the lower working platform where the H&P Driller was standing while installing the upper working platform.,8,Management Systems,6,high,3,"swing gates with tie offs or guardrails were not installed to prevent falls at the access opening, indicating the fall hazard at this specific location was not identified and controlled"
GB-426-20220414,2,Management system: the H&P Driller was not wearing any fall protection gear as required in H&P’s JSA for Installing Work Platforms onto BOPs that stated to “Always remain 100% tied off while working at heights” and “Always use 100% fall protection”.,8,Management Systems,17,high,3,"A control existed in the JSA requiring 100% fall protection and tie-off, but the driller did not execute it; this is a work control failure where an established procedure was not followed during task execution."
GB-426-20220414,3,"Human performance error: Improper body placement - the H&P Driller was looking up when standing on the lower platform floor while installing the nuts and bolts onto the upper platform leg and he was not situationally aware that when he repositioned himself, he stepped off the unprotected side of the lower working platform and fell backwards injuring his back on and against the edge of BOP skid plate.",3,Management Systems,6,high,3,"The hazard of an unprotected platform edge where workers stand while performing overhead installation work was never identified or controlled, representing a failure in hazard identification and risk assessment."
GB-426A-20211123,1,Human performance error:  Improper hand placement - hand placement between the split wear bushing and the running tool by a H&P SSE floorhand.  Not following proper procedures - not utilizing support lines attached to the lifting eyes and/or hands-free tools to minimize the potential for pinch points.,3,Management Systems,17,high,3,"The worker failed to follow proper procedures by not utilizing support lines and hands-free tools to minimize pinch points, indicating a work control and task risk management system that either did not exist, was not enforced, or was not adequately communicated for this specific lifting task."
GB-426A-20211123,3,Management system: inadequate hazard analysis failed to identify that bouncing tools off the,8,Management Systems,6,high,3,inadequate hazard analysis failed to identify that bouncing tools off the
GB-128-20200202-1600,1,"Human Performance Error – Not following proper procedures: The lessee did not follow the Danos Abrasive Blasting Operations – 6.2.2.8 Working at Elevation Policy which states, working from scaffolds, not ladders or other antiquated elevating items. The scaffold board was not properly secured, and a scaffold could have been constructed to conduct blasting operations in a safe and workmanlike manner.",3,Human Performance Error,17,high,3,"The lessee did not follow the proper procedure for working at elevation; a control existed (the Danos Abrasive Blasting Operations policy requiring scaffolds) but was not executed, which is a work control failure."
GB-128-20200202-1600,2,Equipment Failure – inoperable equipment safety device: the dead-man switch delayed prior to shutting down.,15,Equipment Failure,16,high,3,"A safety-critical device (dead-man switch) was inoperable with delayed response, requiring management of safety critical devices to ensure functionality and testing."
GC-825-20220126,1,"Human error: The Driller inadvertently opened the to determine if they can be perform different functions. elevators instead of the slips, dropping the drill pipe.",3,Human Performance Error,8,high,3,"Driller opened wrong control (elevators instead of slips), indicating inadequate operating procedures or training on equipment function differentiation"
GI-22-20190716-0700,1,"Management Systems - P&IDs in error: The platform Piping and Instrumentation Diagram (P&IDs) indicated a Flow Safety Valve (FSV) flowline downstream of the 3/4” tubing connection. However, the FSV was installed upstream of 3/4” tubing connection.",8,Management Systems,7,high,3,P&IDs in error indicates a documentation and records management failure where the design documentation did not accurately reflect the actual installed configuration.
GI-22-20190716-0700,4,Human Performance error - Not following proper procedures: The Operators washed down the platform in such a way that resulted in further pollution and impact to the state wildlife refuge.,3,Human Performance Error,8,high,3,"Operators did not follow proper procedures for washdown operations, indicating inadequate or unclear operating manuals and procedures for environmental protection during platform washdown activities."
UNKEYED-48eeb31a0eae,1,Equipment Failure - Flawed equipment design or construction: High angle kickout valve failed to activate.,15,Equipment Failure,16,high,3,"A safety critical device (high angle kickout valve) failed to activate due to flawed design or construction, which falls under management of safety critical devices."
UNKEYED-48eeb31a0eae,2,Human Performance Error – Inattention to task: CO did not reduce throttle as the boom approached the high angle kickout valve.,3,Human Performance Error,8,high,3,"The CO failed to execute a required procedural step ('reduce throttle as the boom approached the high angle kickout valve'), indicating inadequate or unclear operating procedures that should have guided this critical action."
GI-76-20180825-0730,2,Human error – Incorrect PSH set point: The improper PSH set point has been identified as a possible contributing cause to the incident because an overpressure event may have gone undetected and caused a hole in the pipeline.,3,Management Systems,16,high,3,"Improper PSH set point indicates a safety critical device was not properly configured or verified, which is the domain of management of safety critical devices."
GI-76-20180825-0730,3,Human error – Incorrect PSV set point: The PSV set point was too high to protect the pipeline from overpressure.,3,Management Systems,16,high,3,"PSV set point was too high, indicating failure in management of this safety critical device to ensure it was configured correctly to protect against overpressure"
GI-76-20180825-0730,4,"Management Systems - Pipeline permits out of date: Pipeline segment #8217 was being used as a bulk oil pipeline; however, the pipeline was originally permitted to handle gas and condensate only.",8,Management Systems,12,high,3,Pipeline permits out of date and pipeline being used for different service than originally permitted indicates failure in management of change and project management to update permits when operational use changed.
HI-110-20220627-1200,2,"Management Systems- Inadequate hazard analysis, dropped jacket were not identified as a hazard in the JSA.",8,Management Systems,6,high,3,"Dropped jacket were not identified as a hazard in the JSA, indicating failure in hazard identification and risk assessment"
MC-109-20190214-0100,1,"Equipment Failure – Flawed Equipment Design or Construction: The installation of rechargeable batteries inside a non-vented panel creates a Class 1 Division 1 location inside of the panel according to API RP 500. However, the components inside the panel were not rated for a Class 1 Division 1 area. Even if the panel was vented, Talos installed the panel in a Class 1 Division 2 area. However, the components inside were not rated for a Class 1 Division 2 area.",15,Equipment Failure,2,high,3,"Components inside the panel were not rated for the hazardous area classification, indicating failure to identify and comply with API RP 500 standards for equipment selection in classified locations."
MC-109-20190214-0100,3,Management Systems – Inadequate or Improper Area Classifications: The installation of rechargeable batteries inside a non-vented panel creates a Class 1 Division 1 location inside of the panel according to API RP 500.,8,Management Systems,6,high,3,"The hazard of a Class 1 Division 1 location created by rechargeable batteries in a non-vented panel was not identified during area classification assessment, representing a failure in hazard identification and risk assessment."
MC-109-20190214-0100,4,Management Systems – No or Inadequate Hazard Analysis: Personnel failed to perform a Hazard Analysis before changing the design of the RTU Panel.,8,Management Systems,6,high,3,"Personnel failed to perform a Hazard Analysis before changing the design of the RTU Panel, indicating inadequate hazard identification and risk assessment."
MC-208-20191112-1200,2,Equipment Failure - Flawed equipment design: Heavy weight and center of gravity offset from the UTH assembly resulted in high shear and bending moment on the MQC plate beyond its reported capacity.,15,Equipment Failure,6,high,3,Flawed equipment design with center of gravity offset creating loads beyond capacity was never identified as a hazard during design or risk assessment.
MC-208-20191112-1200,3,Equipment Failure - Flawed equipment design: The buoyancy modules used were not intended for long term use. The EFLs being grounded to the consumption of anodes on adjacent structures.,15,Equipment Failure,6,high,3,"Buoyancy modules 'not intended for long term use' represents a hazard that was never identified during design assessment, indicating failure in hazard identification and risk assessment to recognize the unsuitability of equipment for its actual operational context."
MC-437-20190506-0748,1,Equipment failure – Flawed equipment design: The UPS system failed due to shorted capacitors and undersized fuses on the inverter capacitor bank,15,Equipment Failure,16,high,3,Flawed equipment design with shorted capacitors and undersized fuses indicates inadequate management of safety critical devices through design specification and component selection controls
MC-437-20200715-1411,1,Human Performance Error - Rushing to get job completed: Personnel were in a hurry to start up the BGC #1 Gas Compressor after the BGC #2 Gas Compressor had an unplanned shut down and produced gas started flaring.,3,Management Systems,17,high,3,"Personnel were in a hurry to start up the compressor, indicating a work control failure where pressure to restore operations overrode proper procedural execution and task risk management."
MC-437-20200715-1411,2,Human Performance Error - Not following proper procedures: Personnel failed to perform an adequate walk through of the BGC #1 Gas Compressor system prior to attempting to start it.,3,Human Performance Error,13,high,3,"Personnel failed to perform an adequate walk through of the BGC #1 Gas Compressor system prior to attempting to start it, which is a critical element of operational readiness and process start-up."
MC-437-20200715-1411,3,"Human Performance Error - Inattention to task: Personnel failed to close valves after testing. According to maintenance and testing records, unintentionally left opened on June 20th.",3,Human Performance Error,17,high,3,"Personnel failed to close valves after testing, indicating absence or non-execution of work control procedures that should have included verification steps and sign-off requirements for task completion."
MC-437-20200129-1400,2,Equipment Failure- Flawed equipment design or construction: The mooring line’s design did not have proximity switches and programmed interlocks to confirm SCHU stoppers are fully extended.,15,Equipment Failure,16,high,3,"The mooring line design lacked proximity switches and programmed interlocks to confirm SCHU stoppers are fully extended, which are safety-critical devices requiring proper design and functional verification."
MC-503-20200627-1725,1,"Equipment Failure - Flawed Equipment Design: The leaking Methanol Injection Tree Valve (MITV) as equipment failure, likely",15,Equipment Failure,16,high,3,"Flawed equipment design of the Methanol Injection Tree Valve indicates a failure in management of safety critical devices, which should ensure equipment is fit for purpose and properly designed."
MC-503-20201031,1,Human Performance Error:  The two bolts that secured the spider dog safety door were sheared off due to the back plates not being raised on the work platform.  Inadequate secondary safety for securing the spider dog safety door to the spider dog; the chain prevents the spider dog safety door from falling into the work platform area but does not retain the spider dog safety door from falling towards well center and to the moon pool.  Standard Operating Manual was not followed by the rig,3,Management Systems,8,high,3,"Standard Operating Manual was not followed by the rig, indicating a failure in the operating procedures and their implementation"
MC-519-20200212-0430,1,Human Performance Error: Hydraulic hoses were installed incorrectly,3,Human Performance Error,17,high,3,Hydraulic hoses installed incorrectly indicates a work control failure where the task execution was not properly supervised or controlled to ensure correct installation.
MC-519-20200212-0430,2,Human Performance Error: The Emergency Lowering Procedure was not followed,3,Human Performance Error,17,high,3,"The Emergency Lowering Procedure existed but was not followed, indicating a failure in work control and task execution rather than a missing procedure or hazard identification."
MC-547-20190714-2150,1,"Equipment failure: Flawed equipment design or construction – A 1/2"" stainless steel isolation valve cracked due to the improper installation of the isolation valves and the sensing line tubing for the pipeline pump service. The height of the assembly, weight of two valves, and the potential pulling effects of the tubing had not been properly considered.",15,Equipment Failure,12,high,3,"The isolation valve assembly design failed to account for 'the height of the assembly, weight of two valves, and the potential pulling effects of the tubing,' indicating inadequate management of change and project management during equipment specification and installation planning."
MC-657-20200709-1515,1,"Human Performance Error: Line up verification was performed; however, two valves were not fully verified to be closed on the stand pipe. These valves are normally kept closed and personnel failed to physically check valve status.",3,Human Performance Error,17,high,3,"Personnel failed to physically check valve status during line up verification, indicating inadequate execution of the work control procedure for verification tasks."
MC-657-20200709-1515,2,Human Performance Error: Personnel in the driller’s shack did not initially notice discrepancies between barrel-in/barrel-out volume and anticipated pump pressures while conducting pumping operations.,3,Management Systems,9,high,3,"Personnel did not notice discrepancies between barrel-in/barrel-out volume and anticipated pump pressures, indicating a failure in process and operational status monitoring during pumping operations."
MC-657-20200709-1515,3,Human Performance Error: Returns aren’t always seen immediately and an assumption was made that they were receiving full returns.,3,Management Systems,9,high,3,"An assumption was made that returns were being received without verification, indicating a failure in process and operational status monitoring to confirm actual system performance."
MC-724-20190913-1530,1,Work Environment- Congested hazardous workspace: The work area was located in a cramped portion of the deck with three runs of piping of various sizes and several tubing runs. This made it difficult for equipment assembly without the use of mechanical lifting devices.,6,Work Environment,17,high,3,The cramped workspace with multiple piping runs made equipment assembly difficult and required mechanical lifting devices; this hazard should have been identified and controlled through work planning and task risk management before work commenced.
MC-724-20190913-1530,2,"Management Systems - Inadequate hazard analysis: Although the Job Safety Analysis (JSA) identified “pinch points” as a work hazard for the job, this specific pinch point hazard was not recognized.",8,Management Systems,6,high,3,"Although the Job Safety Analysis (JSA) identified 'pinch points' as a work hazard, this specific pinch point hazard was not recognized, indicating a failure in hazard identification and risk assessment."
MC-773-20210527,1,Work Environment:  Improper PPE - Gloves worn by IP did not provide adequate protection against cuts and abrasions.,6,Work Environment,17,high,3,Improper PPE selection for the task represents a failure in work control and task risk management to ensure adequate protective equipment is specified and provided for identified hazards.
MC-773-20210527,2,Human Performance Error:  Not aware of hazards,3,Management Systems,6,high,3,"Not aware of hazards indicates a failure in hazard identification and risk assessment, where hazards were never identified to the worker"
MC-778-20200713-1055,1,Human Performance Error - Inattention to task: BP production before verifying that the workover fluids,3,Human Performance Error,17,high,3,"Production started before verification of workover fluids completed, indicating failure to execute the control step required by work control procedures."
MC-778-20200802-1925,1,"Human Performance Error - Not following proper procedures: As per the procedure, the Pig Launcher was not purged with nitrogen gas before opening the pig launcher door. The pig launcher had been in the isolated state for 5 days and it is probable that the oil residue generated a hazardous atmosphere in the top of the trap.",3,Human Performance Error,17,high,3,"The procedure for purging with nitrogen gas before opening the pig launcher door existed but was not executed, which is a failure of work control and task execution."
MC-474-20190504-1400,1,Human Error: Inadequate Management of Change Procedures- The Construction Team failed to failed to protect the roof from exposure during a work stoppage.,3,Management Systems,12,high,3,Inadequate Management of Change Procedures directly indicates failure in the management of change system to control modifications to work scope and protective measures during work stoppages.
MC-474-20190504-1400,2,Equipment Failure: Inoperable safety device- The faulty lube oil temperature switch prevented the generator from starting. The delay in starting the emergency generator caused the platform to operate on UPS power for longer than expected.one,15,Equipment Failure,16,high,3,"A safety-critical device (lube oil temperature switch) was faulty and inoperable, indicating a failure in the management system for safety critical devices that should have ensured its functionality and reliability."
MC-736-20180516-1015,1,Management Systems- Inadequate Management of Change (MOC) procedures: The change in water production did not prompt a review of the produced water handling system.,8,Management Systems,12,high,3,"The change in water production did not prompt a review of the produced water handling system, indicating a failure in Management of Change procedures to identify and assess impacts of operational changes."
UNKEYED-f7dd16619d2d,1,Work Environment – No or improper PPE: IP was not wearing cut resistant work gloves while using a cutting device.,6,Work Environment,17,high,3,IP was not wearing cut resistant work gloves while using a cutting device—a work control failure where required PPE was not provided or enforced for the task.
MO-872-20180505-0745,2,Human Performance Error - Not following procedures: failed to follow the guidelines when fabricating wire,3,Human Performance Error,8,high,3,"Failed to follow guidelines when fabricating wire indicates procedures existed but were not executed as designed, pointing to inadequate operating manuals and procedures or their implementation."
MO-872-20180505-0745,3,"Human Performance Error - Not following procedures: failed to conduct a pull test. Also, the manufacturer test” dated 12/21/2017 before the sling was",3,Human Performance Error,17,high,3,"Failed to conduct a pull test, which was a required control step that should have been executed as part of work control procedures for sling inspection."
MP-283-20210508,3,Human Performance Error: Not following proper procedure. Personnel did not document a risk assessment for the task as no JSA was performed.,3,Management Systems,6,high,3,"Personnel did not document a risk assessment for the task as no JSA was performed, indicating the hazard identification and risk assessment process was not executed."
MP-299-20190922-0655,1,Human Performance Error: The ELO did not follow the directions of the supervisor after the safety meeting and performed tasks not covered during the safety meeting.,3,Supervision,17,high,3,"The ELO performed tasks not covered during the safety meeting and did not follow supervisor directions, indicating a failure in work control and task risk management to ensure assigned work was properly scoped and executed."
MP-299-20190922-0655,2,Human Performance Error: The ELO did not use the proper tools for the job. A megohmmeter was used to test the detonator instead of the proper testing device. (See API 67 statement above),3,Human Performance Error,8,high,3,The ELO did not follow the proper procedure; the operating manual and procedures should have specified the correct testing device for detonators rather than allowing use of an improper megohmmeter.
MP-299-20190922-0655,4,Management systems: The blasting cap was not inside the protective shroud while being tested.,8,Management Systems,17,high,3,"The blasting cap was not inside the protective shroud while being tested, indicating a work control procedure was not followed during the testing task."
MP-299-20190922-0655,5,Management systems: The pre-job safety meeting did not discuss testing the detonator.,8,Management Systems,17,high,3,"The pre-job safety meeting did not discuss testing the detonator, indicating a failure in work control and task risk management to identify and communicate critical task steps."
MP-42-20200909-0830,3,Human Performance Error: Not aware of hazards – Cantium associated with the job prior to performing work.,3,Human Performance Error,6,high,3,"Worker was 'Not aware of hazards' associated with the job, indicating hazards were never identified or communicated to the worker prior to task execution."
MP-42-20210921-1608,1,Equipment Failure – Flawed equipment design or gas to migrate into the lube oil tank.,15,Equipment Failure,6,high,3,Flawed equipment design allowing gas to migrate into lube oil tank represents a hazard that should have been identified during design review and risk assessment.
MP-42-20210921-1608,3,"Equipment Failure – Capacity of equipment exceeded: Gas entered into the lube oil tank exceeding the tanks capacity, causing gas and lube and onto the compressor engine.",15,Equipment Failure,6,high,3,Gas entering the lube oil tank and exceeding capacity was a hazard that should have been identified and assessed during design or operational risk assessment to prevent recurrence.
MP-288-20191015,1,Communication- Inadequate communication between The Seatrax employees deviated from the work scope their supervisor.,9,Management Systems,17,high,3,"Inadequate communication between supervisor and employees caused deviation from work scope, indicating failure in work control and task coordination."
MP-288-20191015,4,"Human Performance Error- Not following proper procedures: According to the Seatrax Account Manager, the emergency load lowering procedure should not have been performed, because it was not an emergency.",3,Human Performance Error,8,high,3,"The emergency load lowering procedure existed but was misapplied because the operator did not follow the proper procedures that define when this procedure should be used, indicating a deficiency in operating manuals and procedures clarity or training."
MC-582-20220713-2045,1,Human Performance Error – Not aware of hazards: Personnel failed to properly safe- out Compressor #2 while performing work.,3,Human Performance Error,17,high,3,"Personnel failed to properly safe-out equipment during work, indicating a work control and permit-to-work execution failure rather than a hazard identification gap."
MC-582-20220713-2045,2,Human Performance Error –Inattention to task: personnel performing work on Compressor #2 failed to properly install a blind flange.,3,Human Performance Error,17,high,3,"Personnel failed to properly install a blind flange during work on Compressor #2, indicating absence or non-execution of work control procedures and task risk management that should have included verification steps."
MP-268-20220630-2346,1,Human Performance Error – Not aware of hazards: amount of stored energy within the pipeline.,3,Management Systems,6,high,3,"The worker was 'not aware of hazards: amount of stored energy within the pipeline', indicating a failure in hazard identification and risk assessment."
EC-129-20120305-1415,1,"Human error: Two personnel attempting to replace a heavy piece of grating over an open hole without the aid of a crane, or securing the grating with a safety tie down. The IP was walking directly under an open hole with personnel working on the level above.",3,Management Systems,17,high,3,"Work control failed to require crane use and safety tie-down for heavy grating replacement, and failed to prevent personnel from working under the open hole"
MC-809-20220820-1007,1,"Human Performance Error - Inattention to task: Torch was stored away without closing the bottle valves, depressurizing the lines, and ensuring the torch head valves were fully tightened.",3,Human Performance Error,17,high,3,"The torch storage procedure required specific steps (closing bottle valves, depressurizing lines, tightening torch head valves) that existed as controls but were not executed during the task."
MC-809-20220820-1007,2,"Human Performance Error – Not aware of hazards: While workers were utilizing the plasma cutter, sparks came into contact with the torch leaking from the torch to ignite.",3,Management Systems,6,high,3,"Workers were 'not aware of hazards' - the torch leak and spark ignition hazard was never identified, which is a failure of hazard identification and risk assessment"
SM-192-20220907-1600,1,Equipment Failure: Inoperable safety device – The high angle boom kick-out switch was inoperable due to its mounted position. The crane mechanic had to readjust the position of the high-angle boom kick-out to initiate at 78 degrees.,15,Equipment Failure,16,high,3,"The safety device (high-angle boom kick-out switch) was inoperable due to improper mounted position, indicating a failure in management of safety critical devices to ensure they function as designed."
SM-192-20220907-1600,2,"Human Performance Error: Not following proper procedures – Though the crane pre-use forms were filled out, personnel failed to function test the high angle boom kick-out switch during crane pre-use inspections.",3,Human Performance Error,15,high,3,"Personnel failed to function test the high angle boom kick-out switch during crane pre-use inspections, which is an inspection and maintenance activity that was not properly executed."
SM-237-20220802,1,Human Performance Error- Improper foot placement: The IE failed to observe the hazard of placing his foot on the tires while preparing,3,Human Performance Error,6,high,3,"The IE failed to observe the hazard of placing his foot on the tires, indicating the hazard was not identified or recognized during task preparation"
SP-49-20200908-1330,2,"Work Environment - Hazardous workspace: For the steel bar deck grating corrosion in the area of the open hole, in addition to areas surrounding the open hole near and around process vessels that were still in service personnel and the environment.",6,Work Environment,15,high,3,Steel bar deck grating corrosion in areas surrounding process vessels indicates inadequate inspection and maintenance of structural integrity in the work environment.
SP-60-20190605-0915,3,"Management Systems- Inadequate documentation: Fieldwood used three different versions of the platform safety checklist over the course of the 4 weeks of checklists provided. Fieldwood used versions 0, 2, and 4 indicating there is inconsistency in the use of the most recent version.",8,Management Systems,7,high,3,"Inadequate documentation with inconsistent versions of the platform safety checklist indicates a failure in documentation, records and knowledge management."
VK-956-20200115-0715,2,Human Performance Error: Not following proper procedures – IP used a 2-handed tool with one hand.,3,Human Performance Error,17,high,3,"The IP failed to follow the proper procedure for using a 2-handed tool with one hand, indicating a work control and task execution failure rather than a lack of procedure documentation."
VK-956-20200115-0715,4,"Management Systems: Inadequate documentation or availability of hazard analyses, job procedures, or emergency procedures.",8,Management Systems,7,high,3,"Inadequate documentation or availability of hazard analyses, job procedures, or emergency procedures reflects failure in documentation, records and knowledge management"
WC-96-20211127-0930,2,Communication – Talos company representative believed the water skimmer was rendered inert and allowed the manway cover to be loosely secured. The water skimmer contained condensate and combustible gas.,9,Management Systems,6,high,3,The representative's belief that the water skimmer was 'rendered inert' when it actually 'contained condensate and combustible gas' indicates a failure to identify the actual hazard present in the equipment.
WC-96-20211127-0930,3,Supervision - Jobsite walkthroughs each morning to identify hazards and discuss mitigations were not being performed prior to hot work permits being approved.,17,Management Systems,6,high,3,"Jobsite walkthroughs to identify hazards were not being performed prior to hot work permits being approved, indicating a failure in the hazard identification process."
WD-133-20180909-1130,1,Equipment Failure – Capacity of Equipment Exceeded: The pipeline failed due to excessive stresses imposed when a trawling vessel’s net snagged on the tie-in spool and dragged it until it reached the point of failure.,15,Management Systems,6,high,3,"The pipeline's vulnerability to external interference from trawling vessels was never identified as a hazard, indicating a failure in hazard identification and risk assessment to recognize the risk of snagging by marine traffic."
WD-152-20190117-0930,3,Management Systems: Lack of Training - Renaissance failed to provide training which would have allowed Operators to understand characteristics of phase vaporization and handling contaminated or saturated glycol.,8,Management Systems,3,high,3,Lack of training failed to provide operators competency to understand characteristics of phase vaporization and handling contaminated or saturated glycol
